"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Percent Families Receiving Food Stamp/SNAP Benefits","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"Census Tract","06037195201","CA","06037195201","=""06037195201""","1.10","2017-2021","2020","Census","California (State)"
"Census Tract","06037195202","CA","06037195202","=""06037195202""","2.55","2017-2021","2020","Census","California (State)"
"Census Tract","06037195300","CA","06037195300","=""06037195300""","6.89","2017-2021","2020","Census","California (State)"
"Census Tract","06037195400","CA","06037195400","=""06037195400""","6.28","2017-2021","2020","Census","California (State)"
"Census Tract","06037195500","CA","06037195500","=""06037195500""","3.48","2017-2021","2020","Census","California (State)"
"Census Tract","06037195600","CA","06037195600","=""06037195600""","13.82","2017-2021","2020","Census","California (State)"
"Census Tract","06037195710","CA","06037195710","=""06037195710""","28.07","2017-2021","2020","Census","California (State)"
"Census Tract","06037195720","CA","06037195720","=""06037195720""","23.87","2017-2021","2020","Census","California (State)"
"Census Tract","06037195802","CA","06037195802","=""06037195802""","20.63","2017-2021","2020","Census","California (State)"
"Census Tract","06037195803","CA","06037195803","=""06037195803""","14.81","2017-2021","2020","Census","California (State)"
"Census Tract","06037195804","CA","06037195804","=""06037195804""","10.45","2017-2021","2020","Census","California (State)"
"Census Tract","06037195901","CA","06037195901","=""06037195901""","8.95","2017-2021","2020","Census","California (State)"
"Census Tract","06037195902","CA","06037195902","=""06037195902""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037195903","CA","06037195903","=""06037195903""","10.54","2017-2021","2020","Census","California (State)"
"Census Tract","06037197200","CA","06037197200","=""06037197200""","24.93","2017-2021","2020","Census","California (State)"
"Census Tract","06037197300","CA","06037197300","=""06037197300""","7.54","2017-2021","2020","Census","California (State)"
"Census Tract","06037197410","CA","06037197410","=""06037197410""","1.35","2017-2021","2020","Census","California (State)"
"Census Tract","06037197420","CA","06037197420","=""06037197420""","23.71","2017-2021","2020","Census","California (State)"
"Census Tract","06037197500","CA","06037197500","=""06037197500""","9.73","2017-2021","2020","Census","California (State)"
"Census Tract","06037197600","CA","06037197600","=""06037197600""","12.27","2017-2021","2020","Census","California (State)"
"Census Tract","06037197700","CA","06037197700","=""06037197700""","15.49","2017-2021","2020","Census","California (State)"
"Census Tract","06037199001","CA","06037199001","=""06037199001""","12.36","2017-2021","2020","Census","California (State)"
"Census Tract","06037199002","CA","06037199002","=""06037199002""","24.08","2017-2021","2020","Census","California (State)"
"Census Tract","06037199110","CA","06037199110","=""06037199110""","19.81","2017-2021","2020","Census","California (State)"
"Census Tract","06037199120","CA","06037199120","=""06037199120""","16.31","2017-2021","2020","Census","California (State)"
"Census Tract","06037199201","CA","06037199201","=""06037199201""","18.53","2017-2021","2020","Census","California (State)"
"Census Tract","06037199202","CA","06037199202","=""06037199202""","23.40","2017-2021","2020","Census","California (State)"
"Census Tract","06037199300","CA","06037199300","=""06037199300""","14.86","2017-2021","2020","Census","California (State)"
"Census Tract","06037199400","CA","06037199400","=""06037199400""","6.31","2017-2021","2020","Census","California (State)"
"Census Tract","06037199700","CA","06037199700","=""06037199700""","18.90","2017-2021","2020","Census","California (State)"
"Census Tract","06037199801","CA","06037199801","=""06037199801""","15.24","2017-2021","2020","Census","California (State)"
"Census Tract","06037199802","CA","06037199802","=""06037199802""","15.10","2017-2021","2020","Census","California (State)"
"Census Tract","06037199900","CA","06037199900","=""06037199900""","25.56","2017-2021","2020","Census","California (State)"
"Census Tract","06037201110","CA","06037201110","=""06037201110""","13.83","2017-2021","2020","Census","California (State)"
"Census Tract","06037201120","CA","06037201120","=""06037201120""","6.07","2017-2021","2020","Census","California (State)"
"Census Tract","06037201200","CA","06037201200","=""06037201200""","17.10","2017-2021","2020","Census","California (State)"
"Census Tract","06037201301","CA","06037201301","=""06037201301""","14.90","2017-2021","2020","Census","California (State)"
"Census Tract","06037201302","CA","06037201302","=""06037201302""","5.44","2017-2021","2020","Census","California (State)"
"Census Tract","06037201401","CA","06037201401","=""06037201401""","11.78","2017-2021","2020","Census","California (State)"
"Census Tract","06037201402","CA","06037201402","=""06037201402""","6.58","2017-2021","2020","Census","California (State)"
"Census Tract","06037201501","CA","06037201501","=""06037201501""","19.08","2017-2021","2020","Census","California (State)"
"Census Tract","06037201503","CA","06037201503","=""06037201503""","10.27","2017-2021","2020","Census","California (State)"
"Census Tract","06037201504","CA","06037201504","=""06037201504""","13.45","2017-2021","2020","Census","California (State)"
"Census Tract","06037201601","CA","06037201601","=""06037201601""","7.93","2017-2021","2020","Census","California (State)"
"Census Tract","06037201602","CA","06037201602","=""06037201602""","21.80","2017-2021","2020","Census","California (State)"
"Census Tract","06037201700","CA","06037201700","=""06037201700""","8.59","2017-2021","2020","Census","California (State)"
"Census Tract","06037203100","CA","06037203100","=""06037203100""","37.60","2017-2021","2020","Census","California (State)"
"Census Tract","06037203200","CA","06037203200","=""06037203200""","22.83","2017-2021","2020","Census","California (State)"
"Census Tract","06037203300","CA","06037203300","=""06037203300""","32.64","2017-2021","2020","Census","California (State)"
"Census Tract","06037203500","CA","06037203500","=""06037203500""","16.67","2017-2021","2020","Census","California (State)"
"Census Tract","06037203601","CA","06037203601","=""06037203601""","29.64","2017-2021","2020","Census","California (State)"
"Census Tract","06037203602","CA","06037203602","=""06037203602""","16.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037203710","CA","06037203710","=""06037203710""","26.72","2017-2021","2020","Census","California (State)"
"Census Tract","06037203720","CA","06037203720","=""06037203720""","40.40","2017-2021","2020","Census","California (State)"
"Census Tract","06037203800","CA","06037203800","=""06037203800""","23.36","2017-2021","2020","Census","California (State)"
"Census Tract","06037203900","CA","06037203900","=""06037203900""","14.10","2017-2021","2020","Census","California (State)"
"Census Tract","06037204110","CA","06037204110","=""06037204110""","22.12","2017-2021","2020","Census","California (State)"
"Census Tract","06037204120","CA","06037204120","=""06037204120""","16.51","2017-2021","2020","Census","California (State)"
"Census Tract","06037204200","CA","06037204200","=""06037204200""","23.54","2017-2021","2020","Census","California (State)"
"Census Tract","06037204300","CA","06037204300","=""06037204300""","18.41","2017-2021","2020","Census","California (State)"
"Census Tract","06037204410","CA","06037204410","=""06037204410""","28.26","2017-2021","2020","Census","California (State)"
"Census Tract","06037204420","CA","06037204420","=""06037204420""","27.01","2017-2021","2020","Census","California (State)"
"Census Tract","06037204600","CA","06037204600","=""06037204600""","24.74","2017-2021","2020","Census","California (State)"
"Census Tract","06037204700","CA","06037204700","=""06037204700""","18.70","2017-2021","2020","Census","California (State)"
"Census Tract","06037204810","CA","06037204810","=""06037204810""","12.16","2017-2021","2020","Census","California (State)"
"Census Tract","06037204820","CA","06037204820","=""06037204820""","18.78","2017-2021","2020","Census","California (State)"
"Census Tract","06037204910","CA","06037204910","=""06037204910""","22.29","2017-2021","2020","Census","California (State)"
"Census Tract","06037204920","CA","06037204920","=""06037204920""","20.42","2017-2021","2020","Census","California (State)"
"Census Tract","06037205110","CA","06037205110","=""06037205110""","30.94","2017-2021","2020","Census","California (State)"
"Census Tract","06037205120","CA","06037205120","=""06037205120""","32.47","2017-2021","2020","Census","California (State)"
"Census Tract","06037206010","CA","06037206010","=""06037206010""","25.57","2017-2021","2020","Census","California (State)"
"Census Tract","06037206020","CA","06037206020","=""06037206020""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037206050","CA","06037206050","=""06037206050""","36.77","2017-2021","2020","Census","California (State)"
"Census Tract","06037206051","CA","06037206051","=""06037206051""","4.05","2017-2021","2020","Census","California (State)"
"Census Tract","06037206052","CA","06037206052","=""06037206052""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037206053","CA","06037206053","=""06037206053""","36.66","2017-2021","2020","Census","California (State)"
"Census Tract","06037206054","CA","06037206054","=""06037206054""","26.51","2017-2021","2020","Census","California (State)"
"Census Tract","06037206201","CA","06037206201","=""06037206201""","13.57","2017-2021","2020","Census","California (State)"
"Census Tract","06037206202","CA","06037206202","=""06037206202""","53.95","2017-2021","2020","Census","California (State)"
"Census Tract","06037206301","CA","06037206301","=""06037206301""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037206302","CA","06037206302","=""06037206302""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037206303","CA","06037206303","=""06037206303""","100.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037207101","CA","06037207101","=""06037207101""","18.83","2017-2021","2020","Census","California (State)"
"Census Tract","06037207102","CA","06037207102","=""06037207102""","25.27","2017-2021","2020","Census","California (State)"
"Census Tract","06037207103","CA","06037207103","=""06037207103""","15.40","2017-2021","2020","Census","California (State)"
"Census Tract","06037207303","CA","06037207303","=""06037207303""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06037207304","CA","06037207304","=""06037207304""","10.24","2017-2021","2020","Census","California (State)"
